,sitename,speciescode,vals,year,GLOB,MANO,RION,ECSP,ALAR,svl
414,SiteB,BUBO,14,2010,1,4,3,3,3,4.75879819573
415,SiteB,BUBO,15,2010,5,1,2,4,2,8.17782563247
416,SiteB,BUBO,16,2010,3,1,3,3,3,5.47097936987
417,SiteB,BUBO,17,2010,0,1,6,0,1,19.4242066214
418,SiteB,BUBO,18,2010,1,3,5,2,4,7.61824498034
419,SiteB,BUBO,19,2010,1,2,1,2,1,0.512247879073
420,SiteB,PSRE,0,2010,1,3,3,0,4,0.912510469372
421,SiteB,PSRE,1,2010,1,3,1,1,1,0.659948937116
422,SiteB,PSRE,2,2010,3,1,2,0,2,2.21842161458
423,SiteB,PSRE,3,2010,1,0,0,3,7,6.25141971967
424,SiteB,PSRE,4,2010,5,2,3,2,4,2.41041808028
425,SiteB,PSRE,5,2010,2,2,2,2,1,1.16436018877
426,SiteB,PSRE,6,2010,1,0,5,0,1,8.02418734352
427,SiteB,PSRE,7,2010,1,4,2,3,5,4.33955303788
428,SiteB,PSRE,8,2010,3,1,1,0,3,11.4042401227
429,SiteB,PSRE,9,2010,4,1,1,4,3,4.06085490484
430,SiteB,PSRE,10,2010,0,4,0,1,5,1.68962042447
431,SiteB,PSRE,11,2010,2,3,2,1,0,3.04780294496
432,SiteB,PSRE,12,2010,2,2,1,4,2,0.906686123855
433,SiteB,PSRE,13,2010,0,8,2,4,2,1.40126008937
434,SiteB,PSRE,14,2010,1,2,2,3,1,0.539199719407
435,SiteB,PSRE,15,2010,4,2,2,1,1,0.171037598254
436,SiteB,PSRE,16,2010,1,2,0,1,3,3.29532644109
437,SiteB,PSRE,17,2010,2,1,1,2,3,1.64264803476
438,SiteB,PSRE,18,2010,1,3,0,0,3,0.707553475584
439,SiteB,PSRE,19,2010,2,2,0,3,3,2.93714303248
440,SiteB,RACA,0,2010,0,0,3,1,1,4.55157986084
441,SiteB,RACA,1,2010,1,0,2,3,3,6.201271429
442,SiteB,RACA,2,2010,0,1,2,1,2,1.26664392725
443,SiteB,RACA,3,2010,3,4,2,3,2,1.61849595165
444,SiteB,RACA,4,2010,1,1,2,2,0,3.79523803251
445,SiteB,RACA,5,2010,4,1,1,6,2,0.926208676406
446,SiteB,RACA,6,2010,3,3,1,4,0,3.71524512224
447,SiteB,RACA,7,2010,2,1,1,1,3,1.69118807845
448,SiteB,RACA,8,2010,3,3,3,1,3,8.34181470515
449,SiteB,RACA,9,2010,3,6,1,3,1,2.50186101228
450,SiteB,RACA,10,2010,6,1,0,3,0,4.49939394299
451,SiteB,RACA,11,2010,2,1,1,1,2,7.201849944
452,SiteB,RACA,12,2010,1,3,5,1,2,15.511941138
453,SiteB,RACA,13,2010,2,2,0,3,3,3.13277731619
454,SiteB,RACA,14,2010,1,3,3,1,1,0.127467385253
455,SiteB,RACA,15,2010,1,4,0,4,3,4.06246922335
456,SiteB,RACA,16,2010,1,1,2,2,3,2.0577868895
457,SiteB,RACA,17,2010,3,1,4,2,5,2.28874462802
458,SiteB,RACA,18,2010,3,0,0,3,1,6.2171896043
459,SiteB,RACA,19,2010,1,0,3,1,3,1.61587177237
460,SiteB,TATO,0,2010,2,0,1,2,3,3.37544986233
461,SiteB,TATO,1,2010,2,4,2,5,0,9.35834480072
462,SiteB,TATO,2,2010,6,10,4,5,2,1.73601592266
463,SiteB,TATO,3,2010,0,1,1,2,1,0.668588549725
464,SiteB,TATO,4,2010,2,0,0,0,2,19.0264137772
465,SiteB,TATO,5,2010,5,0,1,4,3,3.87650622597
466,SiteB,TATO,6,2010,2,4,2,6,3,1.61554189884
467,SiteB,TATO,7,2010,2,0,6,0,0,1.15776573509
468,SiteB,TATO,8,2010,2,2,6,2,2,34.7059025502
469,SiteB,TATO,9,2010,2,0,2,3,2,9.46783641392
470,SiteB,TATO,10,2010,1,3,4,6,1,4.82231283184
471,SiteB,TATO,11,2010,4,2,2,4,0,0.432693107803
472,SiteB,TATO,12,2010,3,4,1,3,4,7.38842749816
473,SiteB,TATO,13,2010,5,3,0,3,1,3.51567253312
474,SiteB,TATO,14,2010,1,4,4,3,7,1.57014711697
475,SiteB,TATO,15,2010,3,0,0,6,2,1.73990522361
476,SiteB,TATO,16,2010,1,2,2,1,2,2.7281238849
477,SiteB,TATO,17,2010,1,0,1,2,2,1.1679163
478,SiteB,TATO,18,2010,2,3,2,0,3,2.08509897093
479,SiteB,TATO,19,2010,3,0,2,0,2,0.292436313375
480,SiteB,TAGR,0,2010,1,2,0,0,4,2.73124088273
481,SiteB,TAGR,1,2010,3,0,2,4,0,1.77806597747
482,SiteB,TAGR,2,2010,4,1,4,3,0,4.41498226762
483,SiteB,TAGR,3,2010,0,0,1,2,4,2.52731214064
484,SiteB,TAGR,4,2010,2,3,0,2,2,13.3955369939
485,SiteB,TAGR,5,2010,3,2,2,1,2,1.82297187547
486,SiteB,TAGR,6,2010,2,2,4,0,4,5.29241455194
487,SiteB,TAGR,7,2010,2,1,0,1,3,3.48233090462
488,SiteB,TAGR,8,2010,2,1,1,0,3,4.06552936621
489,SiteB,TAGR,9,2010,0,1,1,3,1,1.94240819413
490,SiteB,TAGR,10,2010,3,3,2,2,1,2.40359805237
491,SiteB,TAGR,11,2010,2,3,3,3,1,4.69525282782
492,SiteB,TAGR,12,2010,3,1,2,0,1,1.69203721219
493,SiteB,TAGR,13,2010,3,2,3,0,2,4.44067708068
494,SiteB,TAGR,14,2010,2,1,2,3,1,1.2531818182
495,SiteB,TAGR,15,2010,2,2,1,2,0,1.80067719327
496,SiteB,TAGR,16,2010,2,3,1,0,1,1.73179260118
497,SiteB,TAGR,17,2010,5,2,1,6,0,0.94340442254
498,SiteB,TAGR,18,2010,2,2,1,3,2,3.33151771728
499,SiteB,TAGR,19,2010,1,0,2,1,3,4.58329690235
500,SiteC,BUBO,0,2010,2,2,1,0,4,2.74133433334
501,SiteC,BUBO,1,2010,1,0,0,1,1,1.17314704486
502,SiteC,BUBO,2,2010,2,5,1,2,1,1.52403892797
503,SiteC,BUBO,3,2010,3,3,4,3,0,0.6512401225
504,SiteC,BUBO,4,2010,0,5,0,3,1,3.07215656272
505,SiteC,BUBO,5,2010,1,3,1,2,1,1.94386072054
506,SiteC,BUBO,6,2010,0,2,3,4,5,3.11852058725
507,SiteC,BUBO,7,2010,2,1,3,2,3,11.7777239755
508,SiteC,BUBO,8,2010,5,2,2,0,3,4.40729384948
509,SiteC,BUBO,9,2010,4,0,0,3,2,1.46548216991
510,SiteC,BUBO,10,2010,1,4,1,1,0,6.38195530866
511,SiteC,BUBO,11,2010,3,3,3,5,0,0.99964789989
512,SiteC,BUBO,12,2010,0,3,0,1,1,2.55198818214
513,SiteC,BUBO,13,2010,1,1,1,3,0,4.25401564445
514,SiteC,BUBO,14,2010,3,2,3,0,2,1.26587777844
515,SiteC,BUBO,15,2010,1,4,1,1,2,3.74984975908
516,SiteC,BUBO,16,2010,1,4,2,0,4,3.75270563287
517,SiteC,BUBO,17,2010,0,2,1,2,4,0.777489876311
518,SiteC,BUBO,18,2010,4,0,2,3,2,4.1869363349
519,SiteC,BUBO,19,2010,2,0,1,2,3,5.6795360244
520,SiteC,PSRE,0,2010,0,0,0,0,3,4.5399047436
521,SiteC,PSRE,1,2010,2,3,4,3,3,2.64691249292
522,SiteC,PSRE,2,2010,4,3,3,1,4,0.915227431242
523,SiteC,PSRE,3,2010,2,3,3,1,3,1.6947072101
524,SiteC,PSRE,4,2010,2,1,1,0,2,0.412388037706
525,SiteC,PSRE,5,2010,2,2,0,3,1,1.82926970742
526,SiteC,PSRE,6,2010,1,1,1,1,0,2.96465390945
527,SiteC,PSRE,7,2010,2,1,0,1,2,16.5933931583
528,SiteC,PSRE,8,2010,3,2,1,3,3,0.218980936484
529,SiteC,PSRE,9,2010,2,6,2,2,1,1.17625786197
530,SiteC,PSRE,10,2010,3,4,5,2,1,1.24523690513
531,SiteC,PSRE,11,2010,1,1,1,2,4,9.98044500822
532,SiteC,PSRE,12,2010,3,0,0,0,4,4.03087339183
533,SiteC,PSRE,13,2010,4,4,2,0,3,0.386635468602
534,SiteC,PSRE,14,2010,0,1,3,5,1,0.544470563189
535,SiteC,PSRE,15,2010,1,0,1,1,1,6.93379683848
536,SiteC,PSRE,16,2010,1,0,1,2,0,5.69188304331
537,SiteC,PSRE,17,2010,1,4,0,1,4,2.80842420729
538,SiteC,PSRE,18,2010,3,5,3,3,1,2.4719851418
539,SiteC,PSRE,19,2010,1,4,3,2,2,2.05857805659
540,SiteC,RACA,0,2010,2,3,3,0,3,7.66789882911
541,SiteC,RACA,1,2010,2,3,0,1,1,0.547565497479
542,SiteC,RACA,2,2010,2,1,3,0,1,5.01254454293
543,SiteC,RACA,3,2010,2,3,1,6,1,1.48993713218
544,SiteC,RACA,4,2010,3,2,0,2,2,1.18300950611
545,SiteC,RACA,5,2010,4,2,2,1,2,3.11475948252
546,SiteC,RACA,6,2010,3,2,1,3,2,12.1576304476
547,SiteC,RACA,7,2010,1,2,2,2,1,2.46552777807
548,SiteC,RACA,8,2010,2,1,3,4,1,0.398967773756
549,SiteC,RACA,9,2010,2,1,0,2,2,8.18597968002
550,SiteC,RACA,10,2010,0,2,1,3,1,4.51615588693
551,SiteC,RACA,11,2010,1,2,2,1,3,1.05488891594
552,SiteC,RACA,12,2010,2,1,3,1,2,4.03352332905
553,SiteC,RACA,13,2010,1,3,0,3,3,1.50965609044
554,SiteC,RACA,14,2010,1,0,4,2,2,4.87561447074
555,SiteC,RACA,15,2010,4,2,2,0,1,1.5606984715
556,SiteC,RACA,16,2010,2,4,2,3,2,3.54705342865
557,SiteC,RACA,17,2010,1,3,2,0,4,1.27803918319
558,SiteC,RACA,18,2010,0,1,1,4,2,1.89791742175
559,SiteC,RACA,19,2010,1,0,4,0,1,3.6723681062
560,SiteC,TATO,0,2010,2,2,2,1,3,13.6699842426
561,SiteC,TATO,1,2010,0,1,2,3,1,0.797692827161
562,SiteC,TATO,2,2010,3,2,4,1,1,2.33950833353
563,SiteC,TATO,3,2010,1,0,5,2,2,8.33101896456
564,SiteC,TATO,4,2010,3,2,3,2,1,5.19724456951
565,SiteC,TATO,5,2010,2,2,0,0,3,22.533238776
566,SiteC,TATO,6,2010,1,4,4,3,1,9.77624546596
567,SiteC,TATO,7,2010,1,2,2,1,5,1.46309112833
568,SiteC,TATO,8,2010,4,4,2,0,6,1.51039875807
569,SiteC,TATO,9,2010,1,2,1,2,2,12.9899599696
570,SiteC,TATO,10,2010,0,1,3,0,2,0.414078524567
571,SiteC,TATO,11,2010,1,5,4,1,3,1.10878738242
572,SiteC,TATO,12,2010,2,2,4,1,1,5.52476742564
573,SiteC,TATO,13,2010,1,2,2,1,4,2.8672931578
574,SiteC,TATO,14,2010,3,2,6,2,0,3.38302681334
575,SiteC,TATO,15,2010,3,2,1,1,2,1.00761598721
576,SiteC,TATO,16,2010,4,2,1,0,1,2.32188095918
577,SiteC,TATO,17,2010,1,1,1,3,2,3.06347804693
578,SiteC,TATO,18,2010,1,2,3,0,3,33.5261109289
579,SiteC,TATO,19,2010,1,3,3,5,2,0.747912970114
580,SiteC,TAGR,0,2010,5,0,2,0,0,13.7999463977
581,SiteC,TAGR,1,2010,4,2,4,1,2,1.55132917813
582,SiteC,TAGR,2,2010,4,6,2,2,1,3.00603766581
583,SiteC,TAGR,3,2010,1,4,2,2,1,1.99642332944
584,SiteC,TAGR,4,2010,1,2,3,2,1,0.922495177956
585,SiteC,TAGR,5,2010,1,3,3,2,2,1.97588245005
586,SiteC,TAGR,6,2010,2,2,0,0,1,1.5728877929
587,SiteC,TAGR,7,2010,4,5,0,0,2,1.21140559535
588,SiteC,TAGR,8,2010,2,0,1,2,2,16.1773403622
589,SiteC,TAGR,9,2010,3,5,2,4,0,3.40635418946
590,SiteC,TAGR,10,2010,2,3,2,3,2,0.436421630269
591,SiteC,TAGR,11,2010,3,3,3,0,1,4.75915622277
592,SiteC,TAGR,12,2010,3,3,2,3,0,3.77299080094
593,SiteC,TAGR,13,2010,2,1,2,1,3,1.512857155
594,SiteC,TAGR,14,2010,2,2,2,3,2,5.68700093221
595,SiteC,TAGR,15,2010,1,1,2,2,3,1.38096198288
596,SiteC,TAGR,16,2010,2,0,1,4,1,6.52049252736
597,SiteC,TAGR,17,2010,1,2,4,0,2,0.482419026824
598,SiteC,TAGR,18,2010,1,0,1,2,3,2.36377678384
599,SiteC,TAGR,19,2010,0,2,1,1,5,7.67084147101
600,SiteA,BUBO,0,2011,3,2,0,2,2,2.79533826309
601,SiteA,BUBO,1,2011,5,3,2,2,0,5.55945752258
602,SiteA,BUBO,2,2011,1,0,5,3,1,5.81766327306
603,SiteA,BUBO,3,2011,3,0,2,3,3,1.20127997615
604,SiteA,BUBO,4,2011,2,5,4,2,1,1.50665993791
605,SiteA,BUBO,5,2011,1,1,1,4,3,1.01245833927
606,SiteA,BUBO,6,2011,0,1,1,1,3,0.409986187948
607,SiteA,BUBO,7,2011,1,1,1,2,0,23.2656297522
608,SiteA,BUBO,8,2011,1,2,3,4,0,3.86688226747
609,SiteA,BUBO,9,2011,0,3,1,1,0,0.807795160213
610,SiteA,BUBO,10,2011,0,0,5,1,1,2.40866542405
611,SiteA,BUBO,11,2011,0,0,2,1,2,2.42807865661
612,SiteA,BUBO,12,2011,0,4,3,2,1,0.558296365635
613,SiteA,BUBO,13,2011,3,2,1,2,0,2.52391377138
614,SiteA,BUBO,14,2011,0,1,0,3,1,3.37482266475
615,SiteA,BUBO,15,2011,0,0,2,5,2,8.91711824131
616,SiteA,BUBO,16,2011,0,2,2,3,1,1.68844169548
617,SiteA,BUBO,17,2011,1,2,1,1,3,2.37872495341
618,SiteA,BUBO,18,2011,1,2,3,3,3,7.37556470426
619,SiteA,BUBO,19,2011,3,3,1,3,2,3.57934604111
620,SiteA,PSRE,0,2011,1,1,0,2,2,21.0215003395
621,SiteA,PSRE,1,2011,1,3,1,2,2,2.57768953923
622,SiteA,PSRE,2,2011,1,4,4,2,1,2.47175463149
623,SiteA,PSRE,3,2011,3,2,1,1,2,4.38547593884
624,SiteA,PSRE,4,2011,4,2,3,3,0,2.54225045486
625,SiteA,PSRE,5,2011,2,3,1,7,5,5.49815299017
626,SiteA,PSRE,6,2011,0,1,7,3,2,2.0989771864
627,SiteA,PSRE,7,2011,3,1,3,3,3,3.41349025578
628,SiteA,PSRE,8,2011,2,1,1,5,3,7.68687702312
629,SiteA,PSRE,9,2011,2,5,1,1,2,1.29944606176
630,SiteA,PSRE,10,2011,2,3,1,2,2,9.44730478644
631,SiteA,PSRE,11,2011,1,2,2,0,0,2.86508993182
632,SiteA,PSRE,12,2011,1,1,4,3,0,0.640996856968
633,SiteA,PSRE,13,2011,1,3,2,3,4,1.09587132309
634,SiteA,PSRE,14,2011,1,1,1,2,2,3.71429186261
635,SiteA,PSRE,15,2011,1,5,3,1,3,1.64490083425
636,SiteA,PSRE,16,2011,1,2,2,1,1,0.823043844965
637,SiteA,PSRE,17,2011,2,0,0,5,4,20.9416755761
638,SiteA,PSRE,18,2011,1,1,2,2,1,0.803810408983
639,SiteA,PSRE,19,2011,3,3,4,3,1,1.3942849451
640,SiteA,RACA,0,2011,1,1,3,1,4,5.43832336055
641,SiteA,RACA,1,2011,4,3,2,1,1,3.16330721388
642,SiteA,RACA,2,2011,7,0,2,1,0,2.49042463251
643,SiteA,RACA,3,2011,1,3,1,2,1,6.7006567329
644,SiteA,RACA,4,2011,2,2,2,3,4,2.49086680037
645,SiteA,RACA,5,2011,0,2,1,4,3,14.7073914082
646,SiteA,RACA,6,2011,5,2,2,4,2,9.59506700298
647,SiteA,RACA,7,2011,4,2,0,3,3,4.3745654502
648,SiteA,RACA,8,2011,2,2,1,3,4,2.56234064459
649,SiteA,RACA,9,2011,3,0,0,1,1,1.25282265039
650,SiteA,RACA,10,2011,3,3,1,2,2,5.78222928139
651,SiteA,RACA,11,2011,5,1,2,1,2,7.75950221521
652,SiteA,RACA,12,2011,4,2,5,2,3,0.572105701398
653,SiteA,RACA,13,2011,2,1,1,2,2,1.17947956982
654,SiteA,RACA,14,2011,2,1,2,3,4,0.876004618791
655,SiteA,RACA,15,2011,0,2,2,2,0,5.51616537351
656,SiteA,RACA,16,2011,3,3,2,1,4,1.93904944794
657,SiteA,RACA,17,2011,3,0,1,3,4,3.73278750278
658,SiteA,RACA,18,2011,2,2,1,1,4,2.83593512973
659,SiteA,RACA,19,2011,1,1,2,4,0,3.82321118992
660,SiteA,TATO,0,2011,3,1,3,3,2,31.0288599638
661,SiteA,TATO,1,2011,0,6,0,4,1,5.0049564867
662,SiteA,TATO,2,2011,1,2,0,2,1,1.86752269861
663,SiteA,TATO,3,2011,1,2,3,2,1,8.89782904242
664,SiteA,TATO,4,2011,1,8,1,2,3,1.64711442591
665,SiteA,TATO,5,2011,1,3,1,0,0,2.91432138609
666,SiteA,TATO,6,2011,0,2,4,2,0,0.375346913371
667,SiteA,TATO,7,2011,1,3,1,0,4,4.49604676693
668,SiteA,TATO,8,2011,0,0,2,1,7,3.81897909795
669,SiteA,TATO,9,2011,2,2,1,0,2,2.60554794473
670,SiteA,TATO,10,2011,3,1,0,0,0,7.55947016132
671,SiteA,TATO,11,2011,2,1,1,2,4,2.44301928121
672,SiteA,TATO,12,2011,1,2,1,2,2,7.33385559295
673,SiteA,TATO,13,2011,1,3,3,3,2,1.60700248097
674,SiteA,TATO,14,2011,2,0,0,2,4,0.925252784643
675,SiteA,TATO,15,2011,3,4,2,3,2,0.872756601698
676,SiteA,TATO,16,2011,0,0,1,2,1,1.04301798016
677,SiteA,TATO,17,2011,2,4,2,4,2,4.76202970256
678,SiteA,TATO,18,2011,0,0,2,2,2,8.04048014385
679,SiteA,TATO,19,2011,0,1,2,4,0,1.4604572031
680,SiteA,TAGR,0,2011,1,2,2,0,1,4.60474500779
681,SiteA,TAGR,1,2011,1,0,0,1,1,1.65364523555
682,SiteA,TAGR,2,2011,1,1,3,0,5,7.64891021152
683,SiteA,TAGR,3,2011,4,1,3,3,3,2.27999622263
684,SiteA,TAGR,4,2011,3,3,2,0,2,0.92128468371
685,SiteA,TAGR,5,2011,1,5,3,1,3,4.62545840502
686,SiteA,TAGR,6,2011,1,1,2,2,1,0.571411561013
687,SiteA,TAGR,7,2011,3,2,0,1,2,8.82046752741
688,SiteA,TAGR,8,2011,3,2,0,3,0,3.40754325695
689,SiteA,TAGR,9,2011,2,0,4,0,2,17.7774836393
690,SiteA,TAGR,10,2011,0,4,0,1,0,9.90988532412
691,SiteA,TAGR,11,2011,1,2,4,0,1,1.83614347671
692,SiteA,TAGR,12,2011,3,1,4,3,1,1.32238064796
693,SiteA,TAGR,13,2011,1,3,3,3,0,3.0653588591
694,SiteA,TAGR,14,2011,1,2,2,1,2,13.9696683366
695,SiteA,TAGR,15,2011,2,0,2,2,2,3.40890384017
696,SiteA,TAGR,16,2011,2,1,3,3,3,4.61805424846
697,SiteA,TAGR,17,2011,3,1,2,2,1,9.72010302722
698,SiteA,TAGR,18,2011,3,2,3,1,1,0.224258134175
699,SiteA,TAGR,19,2011,2,1,3,1,1,1.23789529002
700,SiteB,BUBO,0,2011,4,0,2,1,2,6.62249615124
701,SiteB,BUBO,1,2011,3,2,1,2,1,2.67537686194
702,SiteB,BUBO,2,2011,1,3,1,3,2,2.29402529109
703,SiteB,BUBO,3,2011,2,4,1,2,0,27.4272444736
704,SiteB,BUBO,4,2011,1,1,1,2,2,1.45960696035
705,SiteB,BUBO,5,2011,3,4,2,1,6,11.6022651028
706,SiteB,BUBO,6,2011,5,5,2,4,2,13.119183817
707,SiteB,BUBO,7,2011,0,2,1,3,2,9.03253072626
708,SiteB,BUBO,8,2011,1,2,3,2,2,4.53001896191
709,SiteB,BUBO,9,2011,2,5,2,2,1,1.09587043494
710,SiteB,BUBO,10,2011,3,1,1,2,3,0.80056643931
711,SiteB,BUBO,11,2011,2,1,1,1,1,1.31738460467
712,SiteB,BUBO,12,2011,2,0,0,2,2,5.43293288805
713,SiteB,BUBO,13,2011,2,2,2,2,1,11.5389703095
714,SiteB,BUBO,14,2011,3,1,2,0,1,7.26288716523
715,SiteB,BUBO,15,2011,1,2,4,3,2,1.41571566494
716,SiteB,BUBO,16,2011,2,4,2,2,0,1.38573229145
717,SiteB,BUBO,17,2011,2,1,2,1,1,2.35483671025
718,SiteB,BUBO,18,2011,0,1,3,3,2,13.886506222
719,SiteB,BUBO,19,2011,1,1,1,1,1,2.82741802357
720,SiteB,PSRE,0,2011,2,0,3,0,0,3.81509398828
721,SiteB,PSRE,1,2011,1,2,2,7,3,11.6049751366
722,SiteB,PSRE,2,2011,2,3,3,3,3,0.870950284145
723,SiteB,PSRE,3,2011,1,4,2,0,3,2.42689861959
724,SiteB,PSRE,4,2011,4,0,1,2,1,6.5810045223
725,SiteB,PSRE,5,2011,2,2,1,2,2,0.836212687793
726,SiteB,PSRE,6,2011,2,0,3,1,0,3.43859478403
727,SiteB,PSRE,7,2011,2,2,3,1,0,1.96601261394
728,SiteB,PSRE,8,2011,3,0,3,2,2,6.87171426262
729,SiteB,PSRE,9,2011,2,2,0,1,3,4.07741885199
730,SiteB,PSRE,10,2011,0,2,0,3,1,5.00147243966
731,SiteB,PSRE,11,2011,2,2,4,2,2,0.730922312653
732,SiteB,PSRE,12,2011,0,4,3,1,3,7.08123985706
733,SiteB,PSRE,13,2011,3,1,5,0,5,9.54067765863
734,SiteB,PSRE,14,2011,4,1,0,3,3,0.760220500395
735,SiteB,PSRE,15,2011,1,1,3,3,0,0.864823910794
736,SiteB,PSRE,16,2011,2,5,3,2,1,1.29379050573
737,SiteB,PSRE,17,2011,3,2,4,3,2,1.13277416077
738,SiteB,PSRE,18,2011,3,6,3,1,1,1.30708395807
739,SiteB,PSRE,19,2011,3,0,2,3,3,1.2468449578
740,SiteB,RACA,0,2011,1,5,3,2,2,4.04043383102
741,SiteB,RACA,1,2011,3,2,2,1,2,2.07836654807
742,SiteB,RACA,2,2011,2,2,2,1,1,0.673895030193
743,SiteB,RACA,3,2011,5,1,4,2,2,4.44065012583
744,SiteB,RACA,4,2011,2,4,2,1,0,2.93490051605
745,SiteB,RACA,5,2011,2,3,1,1,1,1.74154480587
746,SiteB,RACA,6,2011,0,1,2,0,1,3.85935138911
747,SiteB,RACA,7,2011,4,1,2,3,3,2.9304885076
748,SiteB,RACA,8,2011,2,2,5,2,2,3.11562997625
749,SiteB,RACA,9,2011,3,2,2,0,5,2.25496461177
750,SiteB,RACA,10,2011,3,1,1,1,3,3.9438236397
751,SiteB,RACA,11,2011,2,2,2,1,0,0.53084559797
752,SiteB,RACA,12,2011,4,5,5,1,1,1.82037063859
753,SiteB,RACA,13,2011,1,3,0,1,2,4.51558662204
754,SiteB,RACA,14,2011,5,3,1,1,2,4.04433920943
755,SiteB,RACA,15,2011,0,1,0,2,2,6.04699577498
756,SiteB,RACA,16,2011,1,1,3,4,4,14.5927102673
757,SiteB,RACA,17,2011,4,2,3,0,2,5.55262523647
758,SiteB,RACA,18,2011,1,2,2,2,2,8.4711191062
759,SiteB,RACA,19,2011,2,1,2,3,1,6.48665424211
760,SiteB,TATO,0,2011,3,0,5,4,3,2.13965994594
761,SiteB,TATO,1,2011,1,3,4,2,2,7.31564467167
762,SiteB,TATO,2,2011,2,3,2,2,2,4.47786392328
763,SiteB,TATO,3,2011,4,3,2,3,2,17.6938445576
764,SiteB,TATO,4,2011,0,0,1,2,5,2.95189315681
765,SiteB,TATO,5,2011,4,1,1,2,3,0.498831360689
766,SiteB,TATO,6,2011,2,1,1,1,1,0.933124440324
767,SiteB,TATO,7,2011,3,0,4,4,1,0.278134284422
768,SiteB,TATO,8,2011,2,2,0,2,1,0.215312575413
769,SiteB,TATO,9,2011,0,2,1,1,6,3.88624896537
770,SiteB,TATO,10,2011,2,0,3,4,3,1.3585008424
771,SiteB,TATO,11,2011,4,0,3,1,4,8.01078945123
772,SiteB,TATO,12,2011,2,1,4,2,2,0.764150707233
773,SiteB,TATO,13,2011,4,0,0,4,4,55.2053817744
774,SiteB,TATO,14,2011,1,0,4,3,5,1.77443203345
775,SiteB,TATO,15,2011,3,0,1,2,2,1.74460078257
776,SiteB,TATO,16,2011,1,2,0,2,4,16.5911453743
777,SiteB,TATO,17,2011,5,1,2,0,1,7.68697278965
778,SiteB,TATO,18,2011,3,1,5,0,0,1.46184040842
779,SiteB,TATO,19,2011,3,1,3,1,1,4.62351218152
780,SiteB,TAGR,0,2011,3,2,2,1,4,13.9040720233
781,SiteB,TAGR,1,2011,2,1,2,0,5,22.949107863
782,SiteB,TAGR,2,2011,1,0,5,0,1,1.37021406044
783,SiteB,TAGR,3,2011,3,3,1,2,4,2.68318001738
784,SiteB,TAGR,4,2011,4,1,2,3,3,1.73761699586
785,SiteB,TAGR,5,2011,4,2,0,3,1,1.95911942155
786,SiteB,TAGR,6,2011,2,0,2,4,2,5.36740268011
787,SiteB,TAGR,7,2011,3,3,3,2,0,8.18709536491
788,SiteB,TAGR,8,2011,0,1,5,6,1,0.702172588094
789,SiteB,TAGR,9,2011,4,4,1,4,1,1.52516854025
790,SiteB,TAGR,10,2011,3,0,1,0,2,2.85796745795
791,SiteB,TAGR,11,2011,1,2,3,1,0,4.3540651613
792,SiteB,TAGR,12,2011,2,2,0,1,2,7.67464780689
793,SiteB,TAGR,13,2011,4,3,0,0,0,4.15120004249
794,SiteB,TAGR,14,2011,1,5,2,1,5,2.60973402245
795,SiteB,TAGR,15,2011,0,2,0,2,0,1.08638933613
796,SiteB,TAGR,16,2011,1,1,4,2,2,1.3350309259
797,SiteB,TAGR,17,2011,3,4,3,4,1,2.27525133883
798,SiteB,TAGR,18,2011,3,4,3,3,1,3.95188457425
799,SiteB,TAGR,19,2011,1,1,2,5,1,0.765960689875
800,SiteC,BUBO,0,2011,1,2,1,2,2,4.73212510813
801,SiteC,BUBO,1,2011,3,2,3,1,7,0.452755953814
802,SiteC,BUBO,2,2011,0,4,2,2,1,7.27303656938
803,SiteC,BUBO,3,2011,2,4,0,4,2,4.8975322501
804,SiteC,BUBO,4,2011,1,2,0,2,5,1.50493171002
805,SiteC,BUBO,5,2011,2,3,1,3,1,0.697736542347
806,SiteC,BUBO,6,2011,1,1,3,1,1,0.998443063786
807,SiteC,BUBO,7,2011,2,3,3,3,0,1.22214033515
808,SiteC,BUBO,8,2011,0,1,1,1,2,5.72628390292
809,SiteC,BUBO,9,2011,3,4,5,1,3,2.5505913129
810,SiteC,BUBO,10,2011,2,3,3,1,1,63.7157417825
811,SiteC,BUBO,11,2011,4,2,1,1,0,3.06294146148
812,SiteC,BUBO,12,2011,3,3,0,2,1,4.76802041691
813,SiteC,BUBO,13,2011,0,2,0,1,4,6.89750208121
814,SiteC,BUBO,14,2011,0,0,4,1,1,1.13415982214
815,SiteC,BUBO,15,2011,2,1,4,4,2,1.49804761919
816,SiteC,BUBO,16,2011,4,5,1,2,2,18.0301140512
817,SiteC,BUBO,17,2011,1,1,1,2,3,0.515138343287
818,SiteC,BUBO,18,2011,3,2,2,0,2,0.955394447942
819,SiteC,BUBO,19,2011,2,1,2,0,1,3.85555082859
820,SiteC,PSRE,0,2011,0,2,1,1,4,6.30916607732
821,SiteC,PSRE,1,2011,3,2,2,4,2,2.4507237933
822,SiteC,PSRE,2,2011,3,4,5,2,5,4.5837706603
823,SiteC,PSRE,3,2011,3,1,2,0,0,2.19955259408
824,SiteC,PSRE,4,2011,3,1,1,1,1,1.70297630614
825,SiteC,PSRE,5,2011,0,3,4,0,0,3.80697646325
826,SiteC,PSRE,6,2011,2,3,2,2,1,1.77042806621
827,SiteC,PSRE,7,2011,3,3,4,2,2,9.22620690226
828,SiteC,PSRE,8,2011,1,2,2,1,1,2.2267873568
